"TIME","GEO","SEX","WORKTIME","WSTATUS","NACE_R2","UNIT","Value","Flag and Footnotes"
"2017","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Construction","Hour","41.6",""
"2017","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","40.0",""
"2017","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Transportation and storage","Hour","41.1",""
"2017","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Accommodation and food service activities","Hour","39.1",""
"2017","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Information and communication","Hour","40.1",""
"2017","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Financial and insurance activities","Hour","41.1",""
"2017","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Real estate activities","Hour","39.1",""
"2017","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Professional, scientific and technical activities","Hour","40.8",""
"2017","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Administrative and support service activities","Hour","37.8",""
"2017","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Public administration and defence; compulsory social security","Hour","39.1",""
"2017","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Education","Hour","35.4",""
"2017","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Human health and social work activities","Hour","37.7",""
"2017","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Arts, entertainment and recreation","Hour","35.3",""
"2017","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Other service activities","Hour","38.1",""
"2017","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour","31.9",""
"2017","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour","41.9",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Total - all NACE activities","Hour","33.7",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Agriculture, forestry and fishing","Hour","36.0",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Mining and quarrying","Hour","37.1",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Manufacturing","Hour","36.9",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","37.2",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","36.6",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Construction","Hour","33.0",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","33.4",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Transportation and storage","Hour","35.1",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Accommodation and food service activities","Hour","32.9",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Information and communication","Hour","35.5",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Financial and insurance activities","Hour","36.1",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Real estate activities","Hour","34.1",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Professional, scientific and technical activities","Hour","35.3",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Administrative and support service activities","Hour","29.5",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Public administration and defence; compulsory social security","Hour","35.7",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Education","Hour","32.6",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Human health and social work activities","Hour","33.2",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Arts, entertainment and recreation","Hour","31.0",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Other service activities","Hour","32.2",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour","25.5",""
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour","37.8",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Total - all NACE activities","Hour","35.0",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Agriculture, forestry and fishing","Hour","40.2",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Mining and quarrying","Hour","39.8",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Manufacturing","Hour","37.6",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","38.2",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","38.8",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Construction","Hour","39.1",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","33.9",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Transportation and storage","Hour","37.5",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Accommodation and food service activities","Hour","31.2",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Information and communication","Hour","35.9",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Financial and insurance activities","Hour","36.7",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Real estate activities","Hour","35.1",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Professional, scientific and technical activities","Hour","36.3",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Administrative and support service activities","Hour","31.6",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Public administration and defence; compulsory social security","Hour","37.0",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Education","Hour","31.2",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Human health and social work activities","Hour","32.4",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Arts, entertainment and recreation","Hour","31.6",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Other service activities","Hour","30.7",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour","14.0",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour","37.7",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Total - all NACE activities","Hour","38.9",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Agriculture, forestry and fishing","Hour","44.0",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Mining and quarrying","Hour","40.6",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Manufacturing","Hour","39.3",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","39.5",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","40.1",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Construction","Hour","40.6",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","38.7",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Transportation and storage","Hour","39.3",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Accommodation and food service activities","Hour","35.5",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Information and communication","Hour","38.1",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Financial and insurance activities","Hour","40.9",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Real estate activities","Hour","38.1",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Professional, scientific and technical activities","Hour","40.2",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Administrative and support service activities","Hour","36.8",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Public administration and defence; compulsory social security","Hour","40.0",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Education","Hour","34.2",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Human health and social work activities","Hour","37.5",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Arts, entertainment and recreation","Hour","34.4",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Other service activities","Hour","36.0",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour","15.2",""
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour","40.3",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Total - all NACE activities","Hour","30.5",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Agriculture, forestry and fishing","Hour","32.1",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Mining and quarrying","Hour","34.2",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Manufacturing","Hour","33.0",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","34.5",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","33.1",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Construction","Hour","29.5",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","29.1",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Transportation and storage","Hour","31.9",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Accommodation and food service activities","Hour","27.9",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Information and communication","Hour","31.3",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Financial and insurance activities","Hour","32.6",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Real estate activities","Hour","32.0",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Professional, scientific and technical activities","Hour","32.3",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Administrative and support service activities","Hour","26.4",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Public administration and defence; compulsory social security","Hour","34.0",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Education","Hour","30.0",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Human health and social work activities","Hour","30.8",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Arts, entertainment and recreation","Hour","28.8",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Other service activities","Hour","28.4",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour","14.0",""
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour","34.7",""
"2017","Greece","Total","Total","Employed persons","Total - all NACE activities","Hour","42.0",""
"2017","Greece","Total","Total","Employed persons","Agriculture, forestry and fishing","Hour","46.1",""
"2017","Greece","Total","Total","Employed persons","Mining and quarrying","Hour","41.4",""
"2017","Greece","Total","Total","Employed persons","Manufacturing","Hour","42.5",""
"2017","Greece","Total","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","40.7",""
"2017","Greece","Total","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","39.6",""
"2017","Greece","Total","Total","Employed persons","Construction","Hour","41.0",""
"2017","Greece","Total","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","43.9",""
"2017","Greece","Total","Total","Employed persons","Transportation and storage","Hour","47.7",""
"2017","Greece","Total","Total","Employed persons","Accommodation and food service activities","Hour","45.6",""
"2017","Greece","Total","Total","Employed persons","Information and communication","Hour","41.2",""
"2017","Greece","Total","Total","Employed persons","Financial and insurance activities","Hour","41.1",""
"2017","Greece","Total","Total","Employed persons","Real estate activities","Hour","46.1",""
"2017","Greece","Total","Total","Employed persons","Professional, scientific and technical activities","Hour","42.7",""
"2017","Greece","Total","Total","Employed persons","Administrative and support service activities","Hour","40.7",""
"2017","Greece","Total","Total","Employed persons","Public administration and defence; compulsory social security","Hour","40.7",""
"2017","Greece","Total","Total","Employed persons","Education","Hour","28.9",""
"2017","Greece","Total","Total","Employed persons","Human health and social work activities","Hour","39.6",""
"2017","Greece","Total","Total","Employed persons","Arts, entertainment and recreation","Hour","39.0",""
"2017","Greece","Total","Total","Employed persons","Other service activities","Hour","40.2",""
"2017","Greece","Total","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour","36.3",""
"2017","Greece","Total","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour","42.1","u"
"2017","Greece","Males","Total","Employed persons","Total - all NACE activities","Hour","44.2",""
"2017","Greece","Males","Total","Employed persons","Agriculture, forestry and fishing","Hour","49.5",""
"2017","Greece","Males","Total","Employed persons","Mining and quarrying","Hour","41.5",""
"2017","Greece","Males","Total","Employed persons","Manufacturing","Hour","43.1",""
"2017","Greece","Males","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","41.1",""
"2017","Greece","Males","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","39.7",""
"2017","Greece","Males","Total","Employed persons","Construction","Hour","41.2",""
"2017","Greece","Males","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","45.8",""
"2017","Greece","Males","Total","Employed persons","Transportation and storage","Hour","48.9",""
"2017","Greece","Males","Total","Employed persons","Accommodation and food service activities","Hour","47.8",""
"2017","Greece","Males","Total","Employed persons","Information and communication","Hour","42.0",""
"2017","Greece","Males","Total","Employed persons","Financial and insurance activities","Hour","41.8",""
"2017","Greece","Males","Total","Employed persons","Real estate activities","Hour","52.4","u"
"2017","Greece","Males","Total","Employed persons","Professional, scientific and technical activities","Hour","44.6",""
"2017","Greece","Males","Total","Employed persons","Administrative and support service activities","Hour","43.0",""
"2017","Greece","Males","Total","Employed persons","Public administration and defence; compulsory social security","Hour","41.1",""
"2017","Greece","Males","Total","Employed persons","Education","Hour","30.4",""
"2017","Greece","Males","Total","Employed persons","Human health and social work activities","Hour","41.3",""
"2017","Greece","Males","Total","Employed persons","Arts, entertainment and recreation","Hour","40.5",""
"2017","Greece","Males","Total","Employed persons","Other service activities","Hour","42.6",""
"2017","Greece","Males","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour","35.6","u"
"2017","Greece","Males","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour","42.6","u"
"2017","Greece","Females","Total","Employed persons","Total - all NACE activities","Hour","38.9",""
"2017","Greece","Females","Total","Employed persons","Agriculture, forestry and fishing","Hour","41.0",""
"2017","Greece","Females","Total","Employed persons","Mining and quarrying","Hour",":","u"
"2017","Greece","Females","Total","Employed persons","Manufacturing","Hour","41.2",""
"2017","Greece","Females","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","39.6",""
"2017","Greece","Females","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","39.4",""
"2017","Greece","Females","Total","Employed persons","Construction","Hour","39.1",""
"2017","Greece","Females","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","41.3",""
"2017","Greece","Females","Total","Employed persons","Transportation and storage","Hour","41.5",""
"2017","Greece","Females","Total","Employed persons","Accommodation and food service activities","Hour","43.0",""
"2017","Greece","Females","Total","Employed persons","Information and communication","Hour","39.5",""
"2017","Greece","Females","Total","Employed persons","Financial and insurance activities","Hour","40.4",""
"2017","Greece","Females","Total","Employed persons","Real estate activities","Hour","37.8","u"
"2017","Greece","Females","Total","Employed persons","Professional, scientific and technical activities","Hour","40.7",""
"2017","Greece","Females","Total","Employed persons","Administrative and support service activities","Hour","37.7",""
"2017","Greece","Females","Total","Employed persons","Public administration and defence; compulsory social security","Hour","40.0",""
"2017","Greece","Females","Total","Employed persons","Education","Hour","28.1",""
"2017","Greece","Females","Total","Employed persons","Human health and social work activities","Hour","38.7",""
"2017","Greece","Females","Total","Employed persons","Arts, entertainment and recreation","Hour","36.9",""
"2017","Greece","Females","Total","Employed persons","Other service activities","Hour","38.3",""
"2017","Greece","Females","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour","36.4",""
"2017","Greece","Females","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour",":","u"
"2017","France","Total","Total","Employed persons","Total - all NACE activities","Hour","37.2",""
"2017","France","Total","Total","Employed persons","Agriculture, forestry and fishing","Hour","47.3",""
"2017","France","Total","Total","Employed persons","Mining and quarrying","Hour","40.5",""
"2017","France","Total","Total","Employed persons","Manufacturing","Hour","38.6",""
"2017","France","Total","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","39.3",""
"2017","France","Total","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","37.1",""
"2017","France","Total","Total","Employed persons","Construction","Hour","39.8",""
"2017","France","Total","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","37.6",""
"2017","France","Total","Total","Employed persons","Transportation and storage","Hour","38.9",""
"2017","France","Total","Total","Employed persons","Accommodation and food service activities","Hour","37.9",""
"2017","France","Total","Total","Employed persons","Information and communication","Hour","39.3",""
"2017","France","Total","Total","Employed persons","Financial and insurance activities","Hour","39.4",""
"2017","France","Total","Total","Employed persons","Real estate activities","Hour","37.6",""
"2017","France","Total","Total","Employed persons","Professional, scientific and technical activities","Hour","39.8",""
"2017","France","Total","Total","Employed persons","Administrative and support service activities","Hour","33.7",""
"2017","France","Total","Total","Employed persons","Public administration and defence; compulsory social security","Hour","37.0",""
"2017","France","Total","Total","Employed persons","Education","Hour","34.2",""
"2017","France","Total","Total","Employed persons","Human health and social work activities","Hour","34.9",""
"2017","France","Total","Total","Employed persons","Arts, entertainment and recreation","Hour","32.9",""
"2017","France","Total","Total","Employed persons","Other service activities","Hour","34.1",""
"2017","France","Total","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour","19.0",""
"2017","France","Total","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour","40.8",""
"2017","France","Males","Total","Employed persons","Total - all NACE activities","Hour","39.8",""
"2017","France","Males","Total","Employed persons","Agriculture, forestry and fishing","Hour","50.5",""
"2017","France","Males","Total","Employed persons","Mining and quarrying","Hour","40.8",""
"2017","France","Males","Total","Employed persons","Manufacturing","Hour","39.5",""
"2017","France","Males","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","39.7",""
"2017","France","Males","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","37.3",""
"2017","France","Males","Total","Employed persons","Construction","Hour","40.5",""
"2017","France","Males","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","40.1",""
"2017","France","Males","Total","Employed persons","Transportation and storage","Hour","40.1",""
"2017","France","Males","Total","Employed persons","Accommodation and food service activities","Hour","40.0",""
"2017","France","Males","Total","Employed persons","Information and communication","Hour","40.3",""
"2017","France","Males","Total","Employed persons","Financial and insurance activities","Hour","42.7",""
"2017","France","Males","Total","Employed persons","Real estate activities","Hour","39.7",""
"2017","France","Males","Total","Employed persons","Professional, scientific and technical activities","Hour","42.0",""
"2017","France","Males","Total","Employed persons","Administrative and support service activities","Hour","36.8",""
"2017","France","Males","Total","Employed persons","Public administration and defence; compulsory social security","Hour","38.9",""
"2017","France","Males","Total","Employed persons","Education","Hour","35.6",""
"2017","France","Males","Total","Employed persons","Human health and social work activities","Hour","38.5",""
"2017","France","Males","Total","Employed persons","Arts, entertainment and recreation","Hour","35.0",""
"2017","France","Males","Total","Employed persons","Other service activities","Hour","37.0",""
"2017","France","Males","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour","23.2",""
"2017","France","Males","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour","45.1",""
"2017","France","Females","Total","Employed persons","Total - all NACE activities","Hour","34.4",""
"2017","France","Females","Total","Employed persons","Agriculture, forestry and fishing","Hour","39.6",""
"2017","France","Females","Total","Employed persons","Mining and quarrying","Hour","38.0","u"
"2017","France","Females","Total","Employed persons","Manufacturing","Hour","36.5",""
"2017","France","Females","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","38.3",""
"2017","France","Females","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","36.6",""
"2017","France","Females","Total","Employed persons","Construction","Hour","34.5",""
"2017","France","Females","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","34.5",""
"2017","France","Females","Total","Employed persons","Transportation and storage","Hour","35.6",""
"2017","France","Females","Total","Employed persons","Accommodation and food service activities","Hour","35.7",""
"2017","France","Females","Total","Employed persons","Information and communication","Hour","37.1",""
"2017","France","Females","Total","Employed persons","Financial and insurance activities","Hour","37.0",""
"2017","France","Females","Total","Employed persons","Real estate activities","Hour","35.3",""
"2017","France","Females","Total","Employed persons","Professional, scientific and technical activities","Hour","37.1",""
"2017","France","Females","Total","Employed persons","Administrative and support service activities","Hour","30.2",""
"2017","France","Females","Total","Employed persons","Public administration and defence; compulsory social security","Hour","35.3",""
"2017","France","Females","Total","Employed persons","Education","Hour","33.5",""
"2017","France","Females","Total","Employed persons","Human health and social work activities","Hour","34.0",""
"2017","France","Females","Total","Employed persons","Arts, entertainment and recreation","Hour","30.6",""
"2017","France","Females","Total","Employed persons","Other service activities","Hour","32.6",""
"2017","France","Females","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour","18.5",""
"2017","France","Females","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour","35.7","u"
"2017","Croatia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.6",""
"2017","Croatia","Total","Total","Employed persons","Agriculture, forestry and fishing","Hour","38.4",""
"2017","Croatia","Total","Total","Employed persons","Mining and quarrying","Hour","42.1","u"
"2017","Croatia","Total","Total","Employed persons","Manufacturing","Hour","40.0",""
"2017","Croatia","Total","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","39.0",""
"2017","Croatia","Total","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","38.5",""
"2017","Croatia","Total","Total","Employed persons","Construction","Hour","41.0",""
"2017","Croatia","Total","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","39.6",""
"2017","Croatia","Total","Total","Employed persons","Transportation and storage","Hour","41.0",""
"2017","Croatia","Total","Total","Employed persons","Accommodation and food service activities","Hour","40.6",""
"2017","Croatia","Total","Total","Employed persons","Information and communication","Hour","38.6",""
"2017","Croatia","Total","Total","Employed persons","Financial and insurance activities","Hour","39.0",""
"2017","Croatia","Total","Total","Employed persons","Real estate activities","Hour","39.9","u"
"2017","Croatia","Total","Total","Employed persons","Professional, scientific and technical activities","Hour","38.9",""
"2017","Croatia","Total","Total","Employed persons","Administrative and support service activities","Hour","38.4",""
"2017","Croatia","Total","Total","Employed persons","Public administration and defence; compulsory social security","Hour","39.2",""
"2017","Croatia","Total","Total","Employed persons","Education","Hour","37.9",""
"2017","Croatia","Total","Total","Employed persons","Human health and social work activities","Hour","41.2",""
"2017","Croatia","Total","Total","Employed persons","Arts, entertainment and recreation","Hour","38.5",""
"2017","Croatia","Total","Total","Employed persons","Other service activities","Hour","38.6",""
"2017","Croatia","Total","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour","34.3","u"
"2017","Croatia","Total","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour",":","c"
"2017","Croatia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2",""
"2017","Croatia","Males","Total","Employed persons","Agriculture, forestry and fishing","Hour","40.2",""
"2017","Croatia","Males","Total","Employed persons","Mining and quarrying","Hour","42.6","u"
"2017","Croatia","Males","Total","Employed persons","Manufacturing","Hour","40.2",""
"2017","Croatia","Males","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","38.9","u"
"2017","Croatia","Males","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","38.8",""
"2017","Croatia","Males","Total","Employed persons","Construction","Hour","41.1",""
"2017","Croatia","Males","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","39.9",""
"2017","Croatia","Males","Total","Employed persons","Transportation and storage","Hour","41.6",""
"2017","Croatia","Males","Total","Employed persons","Accommodation and food service activities","Hour","41.9",""
"2017","Croatia","Males","Total","Employed persons","Information and communication","Hour","38.8",""
"2017","Croatia","Males","Total","Employed persons","Financial and insurance activities","Hour","39.3",""
"2017","Croatia","Males","Total","Employed persons","Real estate activities","Hour","40.2","u"
"2017","Croatia","Males","Total","Employed persons","Professional, scientific and technical activities","Hour","40.0",""
"2017","Croatia","Males","Total","Employed persons","Administrative and support service activities","Hour","40.4",""
"2017","Croatia","Males","Total","Employed persons","Public administration and defence; compulsory social security","Hour","39.2",""
"2017","Croatia","Males","Total","Employed persons","Education","Hour","37.5",""
"2017","Croatia","Males","Total","Employed persons","Human health and social work activities","Hour","41.2",""
"2017","Croatia","Males","Total","Employed persons","Arts, entertainment and recreation","Hour","38.2",""
"2017","Croatia","Males","Total","Employed persons","Other service activities","Hour","39.4","u"
"2017","Croatia","Males","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour",":","c"
"2017","Croatia","Males","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour",":","c"
"2017","Croatia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.9",""
"2017","Croatia","Females","Total","Employed persons","Agriculture, forestry and fishing","Hour","34.8",""
"2017","Croatia","Females","Total","Employed persons","Mining and quarrying","Hour",":","u"
"2017","Croatia","Females","Total","Employed persons","Manufacturing","Hour","39.7",""
"2017","Croatia","Females","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","39.8","u"
"2017","Croatia","Females","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","37.0","u"
"2017","Croatia","Females","Total","Employed persons","Construction","Hour","39.7","u"
"2017","Croatia","Females","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","39.3",""
"2017","Croatia","Females","Total","Employed persons","Transportation and storage","Hour","38.9",""
"2017","Croatia","Females","Total","Employed persons","Accommodation and food service activities","Hour","39.6",""
"2017","Croatia","Females","Total","Employed persons","Information and communication","Hour","38.1",""
"2017","Croatia","Females","Total","Employed persons","Financial and insurance activities","Hour","38.9",""
"2017","Croatia","Females","Total","Employed persons","Real estate activities","Hour","39.7","u"
"2017","Croatia","Females","Total","Employed persons","Professional, scientific and technical activities","Hour","38.1",""
"2017","Croatia","Females","Total","Employed persons","Administrative and support service activities","Hour","36.1",""
"2017","Croatia","Females","Total","Employed persons","Public administration and defence; compulsory social security","Hour","39.2",""
